Collection_Date,Host,geo_loc_name,Lat_Lon,Library Name,east_west
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_02,Mid
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_03,Mid
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_04,Mid
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_05,Mid
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_06,Mid
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_07,Mid
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_08,Mid
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_09,Mid
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_10,Mid
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_11,Mid
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_12,Mid
,Syringodium isoetifolium,Indonesia: Komodo,8.49736 S 119.75892 E,SI,East
,Syringodium isoetifolium,Indonesia: Komodo,8.49736 S 119.75892 E,SI,East
,Syringodium isoetifolium,Indonesia: Komodo,8.49736 S 119.75892 E,SI,East
,Syringodium isoetifolium,Indonesia: Komodo,8.49736 S 119.75892 E,SI,East
,Syringodium isoetifolium,Indonesia: Alor,8.26874 S 124.40135 E,SI,East
,Syringodium isoetifolium,Indonesia: Alor,8.26874 S 124.40135 E,SI,East
,Syringodium isoetifolium,Indonesia: Alor,8.26874 S 124.40135 E,SI,East
,Syringodium isoetifolium,Indonesia: Alor,8.26874 S 124.40135 E,SI,East
,Syringodium isoetifolium,Indonesia: Alor,8.26874 S 124.40135 E,SI,East
,Syringodium isoetifolium,Indonesia: Alor,8.26874 S 124.40135 E,SI,East
,Syringodium isoetifolium,Indonesia: Bira,5.61541 S 120.45919 E,SI,East
,Syringodium isoetifolium,Indonesia: Bira,5.61541 S 120.45919 E,SI,East
,Syringodium isoetifolium,Indonesia: Bira,5.61541 S 120.45919 E,SI,East
,Syringodium isoetifolium,Indonesia: Bira,5.61541 S 120.45919 E,SI,East
,Syringodium isoetifolium,Indonesia: Pari,5.86356 S 106.61062 E,SI,West
,Syringodium isoetifolium,Indonesia: Pari,5.86356 S 106.61062 E,SI,West
,Syringodium isoetifolium,Indonesia: Pari,5.86356 S 106.61062 E,SI,West
,Syringodium isoetifolium,Indonesia: Pari,5.86356 S 106.61062 E,SI,West
,Syringodium isoetifolium,Indonesia: Pari,5.86356 S 106.61062 E,SI,West
,Syringodium isoetifolium,Indonesia: Pari,5.86356 S 106.61062 E,SI,West
,Syringodium isoetifolium,Indonesia: Tual,5.64577 S 132.63785 E,SI,East
,Syringodium isoetifolium,Indonesia: Tual,5.64577 S 132.63785 E,SI,East
,Syringodium isoetifolium,Indonesia: Tual,5.64577 S 132.63785 E,SI,East
,Syringodium isoetifolium,Indonesia: Tual,5.64577 S 132.63785 E,SI,East
,Syringodium isoetifolium,Indonesia: Tual,5.64577 S 132.63785 E,SI,East
,Syringodium isoetifolium,Indonesia: Tual,5.64577 S 132.63785 E,SI,East
,Syringodium isoetifolium,Indonesia: Tual,5.64577 S 132.63785 E,SI,East
,Syringodium isoetifolium,Indonesia: Tual,5.64577 S 132.63785 E,SI,East
,Syringodium isoetifolium,Indonesia: Tual,5.64577 S 132.63785 E,SI,East
,Syringodium isoetifolium,Indonesia: Bira,5.61541 S 120.45919 E,SI,East
,Syringodium isoetifolium,Indonesia: Bira,5.61541 S 120.45919 E,SI,East
,Syringodium isoetifolium,Indonesia: Bira,5.61541 S 120.45919 E,SI,East
,Syringodium isoetifolium,Indonesia: Bira,5.61541 S 120.45919 E,SI,East
,Syringodium isoetifolium,Indonesia: Bira,5.61541 S 120.45919 E,SI,East
,Syringodium isoetifolium,Indonesia: Bira,5.61541 S 120.45919 E,SI,East
,Syringodium isoetifolium,Indonesia: Bira,5.61541 S 120.45919 E,SI,East
,Syringodium isoetifolium,Indonesia: Bira,5.61541 S 120.45919 E,SI,East
